Stock,Commodity,Cluster,Correlation,P_Value,Significant,Abs_Corr
GM,BZ=F,0,0.21795354160489191,1.0596406284503045e-15,True,0.21795354160489191
SCCO,ZL=F,0,0.21780411713471987,1.109356219658502e-15,True,0.21780411713471987
TTE,SI=F,0,0.21754743402557908,1.2001698381512417e-15,True,0.21754743402557908
QCOM,HG=F,0,0.2172303223024793,1.3225119888491558e-15,True,0.2172303223024793
ECL,PL=F,0,0.21706919072685177,1.3892976276966912e-15,True,0.21706919072685177
VLO,ZL=F,0,0.21631678317344877,1.747745926523379e-15,True,0.21631678317344877
MPC,ZL=F,0,0.2154234226841738,2.2927437458742854e-15,True,0.2154234226841738
SYK,HG=F,0,0.21450902074940087,3.0232226117087135e-15,True,0.21450902074940087
JPM,PL=F,0,0.2140938035711601,3.4263575237533134e-15,True,0.2140938035711601
T,RB=F,0,0.21406490182361645,3.4563083259795458e-15,True,0.21406490182361645
NUE,HO=F,0,0.21400559710365685,3.518574143860509e-15,True,0.21400559710365685
BAC,HO=F,0,0.21372970239401806,3.8230545004132184e-15,True,0.21372970239401806
NOC,QU=F,0,0.21360546002782024,3.968494149590125e-15,True,0.21360546002782024
NTR,SI=F,0,0.21320975197903685,4.468933799159802e-15,True,0.21320975197903685
DOV,SI=F,0,0.21286950675012756,4.948475912046887e-15,True,0.21286950675012756
HON,HO=F,0,0.21252901738612157,5.478926365269275e-15,True,0.21252901738612157
CVX,SI=F,0,0.21240290063371395,5.6892741053529824e-15,True,0.21240290063371395
MA,HG=F,0,0.21226558315846222,5.927336762861496e-15,True,0.21226558315846222
GE,BZ=F,0,0.21138118912009493,7.71303126669228e-15,True,0.21138118912009493
MRK,RB=F,0,0.2110398143030137,8.535605174102055e-15,True,0.2110398143030137
AAPL,QU=F,0,0.21051205334827797,9.979835556961065e-15,True,0.21051205334827797
INGR,PL=F,0,0.210322051910933,1.0556507258691853e-14,True,0.210322051910933
NEE,PL=F,0,0.21023675403287442,1.082592969532184e-14,True,0.21023675403287442
NEE,QU=F,0,0.21016589750951847,1.1054867416014932e-14,True,0.21016589750951847
V,BZ=F,0,0.20948229758556067,1.3522839435948864e-14,True,0.20948229758556067
ZTS,PL=F,0,0.20939728384804895,1.3865329822750838e-14,True,0.20939728384804895
MS,HO=F,0,0.2085858676369995,1.759425286948778e-14,True,0.2085858676369995
JNJ,RB=F,0,0.2085160428030359,1.7957767085003307e-14,True,0.2085160428030359
AAPL,RB=F,0,0.20799459270704984,2.0916049648914357e-14,True,0.20799459270704984
GE,PL=F,0,0.20776365915933231,2.237451154269797e-14,True,0.20776365915933231
SBUX,PL=F,0,0.2076306561638116,2.3259364764742977e-14,True,0.2076306561638116
